1045110787,41,1.0
1045110787,46,1.0
1045110787,55,1.0
1045110787,56,1.0
1045110787,95,1.0
1045110787,96,1.0
1045110787,97,1.0
1045110787,103,0.6666666666666666
1053997053175652352,0,1.0
1053997053175652352,1,0.7142857142857143
1053997053175652352,2,1.0
1053997053175652352,3,0.5
1053997053175652352,32,1.0
1053997053175652352,33,1.0
1053997053175652352,34,0.8333333333333334
1053997053175652352,35,0.16666666666666666
1053997053175652352,36,0.6875
1053997053175652352,37,1.0
1053997053175652352,40,1.0
1053997053175652352,47,1.0
1053997053175652352,48,1.0
1053997053175652352,49,1.0
1053997053175652352,50,0.0
1053997053175652352,52,0.0
1053997053175652352,53,1.0
1053997053175652352,54,1.0
1053997053175652352,55,0.5
1053997053175652352,59,0.75
1053997053175652352,62,0.0
1053997053175652352,66,1.0
1053997053175652352,73,1.0
1053997053175652352,83,0.0
1053997053175652352,84,0.0
1053997053175652352,86,0.0
1053997053175652352,91,1.0
1071585991,36,0.0
1071585991,66,0.0
1071585991,68,-1.0
1071585991,96,1.0
1074480192,41,-1.0
1074480192,42,-1.0
1074480192,57,-1.0
1074480192,59,-1.0
1074480192,62,-1.0
1074480192,63,-1.0
1074480192,68,-1.0
1074480192,90,-1.0
1074480192,98,-1.0
10774652,0,-0.3333333333333333
10774652,1,0.6666666666666666
10774652,33,-0.3333333333333333
10774652,36,0.0
10774652,37,1.0
10774652,39,0.5
10774652,40,0.5
10774652,41,-1.0
10774652,42,0.5
10774652,43,-1.0
10774652,46,-0.2
10774652,47,0.0
10774652,48,1.0
10774652,49,0.0
10774652,54,-0.5
10774652,56,0.0
10774652,57,0.0
10774652,60,-1.0
10774652,61,0.0
10774652,63,0.0
10774652,67,-0.5
10774652,68,1.0
10774652,71,0.5
10774652,74,-1.0
10774652,76,-1.0
10774652,81,0.0
10774652,84,-1.0
10774652,88,0.0
10774652,89,0.0
10774652,90,0.6666666666666666
10774652,91,0.0
10774652,92,-0.3333333333333333
10774652,95,-0.5
10774652,96,-0.6666666666666666
10774652,97,-1.0
10774652,98,0.0
10774652,99,0.0
10774652,100,-0.5
10774652,102,0.0
10774652,103,-0.3333333333333333
1082197856,1,-0.5
1082197856,33,-1.0
1082197856,36,-1.0
1082197856,42,-1.0
1082197856,48,-1.0
1082197856,49,-1.0
1082197856,52,-1.0
1082197856,53,-1.0
1082197856,54,-1.0
1082197856,56,-1.0
1082197856,57,-1.0
1082197856,59,-1.0
1082197856,60,-0.5
1082197856,63,0.0
1082197856,65,-1.0
1082197856,69,-1.0
1082197856,70,-1.0
1082197856,72,-1.0
1082197856,76,-1.0
1082197856,79,-1.0
1082197856,80,-1.0
1082197856,82,-1.0
1082197856,83,-1.0
1082197856,88,-1.0
1082197856,89,-1.0
1082197856,91,-1.0
1082197856,92,-1.0
1082197856,93,-1.0
1082197856,95,-1.0
1082197856,96,-1.0
1082197856,98,-1.0
1082197856,101,-1.0
1082197856,103,-0.6666666666666666
1082790600292925440,35,1.0
1082790600292925440,40,-0.5
1082790600292925440,90,-1.0
1082790600292925440,97,-0.75
1082790600292925440,98,1.0
1084375028,3,-1.0
1084375028,33,-1.0
1084375028,35,-0.5
1084375028,36,-0.6666666666666666
1084375028,40,0.0
1084375028,41,-0.3333333333333333
1084375028,42,-1.0
