1399136176162983942,1640929196
828120944,3353330837
828120944,3103505578
828120944,341190477
828120944,18004222
828120944,14247236
14163456,1085225533623783424
14163456,1528943647185678336
14163456,537709549
14163456,810055220
14163456,4239551
14163456,592730371
14163456,292929271
14163456,1430605174674964480
14163456,1230011019390382080
14163456,875856268056969216
14163456,1403784319122907136
1648412313349677057,537709549
1648412313349677057,825912731018485760
1648412313349677057,778763106289758208
1566499424192368641,133938408
1648412313349677057,499154896
1674887889182916608,27995424
1587032711386091523,132339474
1521185345949237248,270132611
456386611,779476491092434944
1708571743156133888,358432869
1670798010081583106,2853461537
1201688349012037632,1640929196
1648412313349677057,21600375
1673572402423275520,1634538746933833728
1587233365492568065,1367531
456386611,1695193884769271808
1674887889182916608,1471208460125540352
40092943,878284831
1355615198615244801,337808606
1355615198615244801,17980523
1399136176162983942,939091
253110749,236487888
1278050664677953536,1587849814187843584
1278050664677953536,24403753
1673572402423275520,1664447606804697088
1674887889182916608,18089606
1594000514227675137,537709549
4710708974,931286316
1278050664677953536,55060090
1278050664677953536,738779772
1596478694473830402,17980523
965388092336033792,22677397
965388092336033792,3315264553
1685032981222805504,1685161292179345408
965388092336033792,18266688
965388092336033792,240454812
965388092336033792,15212187
965388092336033792,537709549
965388092336033792,592730371
965388092336033792,292929271
965388092336033792,499154896
965388092336033792,1084375028
965388092336033792,130003441
965388092336033792,39344374
965388092336033792,2962813893
965388092336033792,278145569
965388092336033792,15207668
965388092336033792,55329156
965388092336033792,56561449
965388092336033792,809455279825821696
965388092336033792,1663701168839872512
965388092336033792,1507746668011171840
965388092336033792,18584875
965388092336033792,4102376488
965388092336033792,875856268056969216
965388092336033792,1212806053907185664
965388092336033792,534023
965388092336033792,90480218
32804484,890061634181373952
1521185345949237248,15801906
1531256381940039680,15923226
1271590520377102336,2461810448
1271590520377102336,767788995962998784
1594758669559894016,939091
1518882384573517824,3103505578
1519776746949722113,1640929196
128458205,20860306
1594758669559894016,20640982
1594758669559894016,11347122
1594758669559894016,74508260
1594758669559894016,24471951
1626794622,90651198
1594758669559894016,28614262
1594758669559894016,17494010
1594758669559894016,2977083957
1594758669559894016,438529528
1594758669559894016,44196397
1594758669559894016,1488026569
1594758669559894016,15212187
